"region_id","stock_id","taxon_key","year","catch","score","gapfilled","method"
6,"Marine_animals-87",1e+05,2019,240.633981305556,0.0631118053373051,1,"Mean gapfilled"
6,"Scombroids-87",100036,2019,1141.90002372222,0.0631118053373051,1,"Mean gapfilled"
6,"Sharks_rays_chimaeras-87",100038,2019,963.883531222222,0.0631118053373051,1,"Mean gapfilled"
6,"Marine_fishes_not_identified-87",100039,2019,63217.1506168056,0.0631118053373051,1,"Mean gapfilled"
6,"Miscellaneous_marine_crustaceans-87",100047,2019,82.3106927222222,0.0631118053373051,1,"Mean gapfilled"
6,"Clams_cockles_arkshells-87",100056,2019,1734.25364158333,0.0631118053373051,1,"Mean gapfilled"
6,"Miscellaneous_marine_molluscs-87",100058,2019,419.813907277778,0.0631118053373051,1,"Mean gapfilled"
6,"Starfish_and_other_echinoderms-87",100176,2019,164.967963384615,0.0631118053373051,1,"Mean gapfilled"
6,"Shrimps_prawns-87",100345,2019,0.0357655,0.0631118053373051,1,"Mean gapfilled"
6,"Gastropoda-87",290006,2019,498.977263694444,0.157779513343263,1,"Mean gapfilled"
6,"Echinoidea-87",290011,2019,0.3450916,0.157779513343263,1,"Mean gapfilled"
6,"Holothuroidea-87",290012,2019,37.81400525,0.157779513343263,1,"Mean gapfilled"
6,"Rajiformes-87",300014,2019,329.809629861111,0.315559026686525,1,"Mean gapfilled"
6,"Clupeiformes-87",300028,2019,28.3212855277778,0.315559026686525,1,"Mean gapfilled"
6,"Gadiformes-87",300044,2019,0.0497934444444444,0.315559026686525,1,"Mean gapfilled"
6,"Perciformes-87",300060,2019,883.008754333333,0.315559026686525,1,"Mean gapfilled"
6,"Pleuronectiformes-87",300061,2019,206.610583972222,0.315559026686525,1,"Mean gapfilled"
6,"Teuthida-87",390002,2019,225.53680425,0.315559026686525,1,"Mean gapfilled"
6,"Sepiida-87",390006,2019,0.0428117142857143,0.315559026686525,1,"Mean gapfilled"
6,"Octopoda-87",390007,2019,172.476597361111,0.315559026686525,1,"Mean gapfilled"
6,"Carcharhinidae-87",400011,2019,538.47674688,0.504894442698441,1,"Mean gapfilled"
6,"Squatinidae-87",400015,2019,29.1101928055556,0.504894442698441,1,"Mean gapfilled"
